id,name,student,task,time,randomness,data
21584,start-task,8635,3.0,2017-12-17T12:31:54.427283Z,1058041593,{'task_session_id': 1427}
21585,edit-program,8635,3.0,2017-12-17T12:32:25.454019Z,644065546,"{'task_session_id': 1427, 'program': 'W{}'}"
21586,edit-program,8635,3.0,2017-12-17T12:32:29.161421Z,409924146,"{'task_session_id': 1427, 'program': 'W{l}'}"
21587,edit-program,8635,3.0,2017-12-17T12:32:39.613713Z,795559119,"{'task_session_id': 1427, 'program': ''}"
21588,edit-program,8635,3.0,2017-12-17T12:32:47.848867Z,1020243184,"{'task_session_id': 1427, 'program': 'W{l}'}"
21589,run-program,8635,3.0,2017-12-17T12:33:01.308650Z,774607943,"{'task_session_id': 1427, 'program': 'W{l}', 'correct': False}"
21590,start-task,8635,60.0,2017-12-17T12:33:57.854643Z,810431190,{'task_session_id': 1428}
21591,watch-instruction,8635,,2017-12-17T12:34:03.667676Z,349442009,{'instruction': 'energy-status'}
21592,watch-instruction,8635,,2017-12-17T12:34:13.149077Z,389153907,{'instruction': 'block.if'}
21593,edit-program,8635,60.0,2017-12-17T12:34:30.782157Z,490319831,"{'task_session_id': 1428, 'program': 'l'}"
21594,run-program,8635,60.0,2017-12-17T12:34:35.366537Z,336356512,"{'task_session_id': 1428, 'program': 'l', 'correct': False}"
21595,edit-program,8635,60.0,2017-12-17T12:34:42.002979Z,523226987,"{'task_session_id': 1428, 'program': 'r'}"
21596,run-program,8635,60.0,2017-12-17T12:34:44.415182Z,987166449,"{'task_session_id': 1428, 'program': 'r', 'correct': False}"
21597,edit-program,8635,60.0,2017-12-17T12:34:48.436753Z,833880969,"{'task_session_id': 1428, 'program': 'rs'}"
21598,run-program,8635,60.0,2017-12-17T12:34:52.789707Z,573667924,"{'task_session_id': 1428, 'program': 'rs', 'correct': False}"
21599,start-task,8635,13.0,2017-12-17T12:35:17.471985Z,899964876,{'task_session_id': 1429}
21600,start-task,8635,17.0,2017-12-17T12:35:26.718727Z,419133482,{'task_session_id': 1430}
21601,edit-program,8635,17.0,2017-12-17T12:35:40.391630Z,979521121,"{'task_session_id': 1430, 'program': 'W{}'}"
21602,edit-program,8635,17.0,2017-12-17T12:35:58.134538Z,560694954,"{'task_session_id': 1430, 'program': 'W{l}'}"
21603,run-program,8635,17.0,2017-12-17T12:36:01.834740Z,52639019,"{'task_session_id': 1430, 'program': 'W{l}', 'correct': False}"
21604,edit-program,8635,17.0,2017-12-17T12:36:10.935337Z,743022029,"{'task_session_id': 1430, 'program': 'W{l}W{}'}"
21605,edit-program,8635,17.0,2017-12-17T12:36:16.490960Z,499423966,"{'task_session_id': 1430, 'program': 'W{l}W{r}'}"
21606,edit-program,8635,17.0,2017-12-17T12:36:21.032725Z,369874211,"{'task_session_id': 1430, 'program': 'W!k{l}W{r}'}"
21607,edit-program,8635,17.0,2017-12-17T12:36:28.302837Z,947637515,"{'task_session_id': 1430, 'program': 'W!k{l}W!y{r}'}"
21608,edit-program,8635,17.0,2017-12-17T12:36:34.559033Z,986698220,"{'task_session_id': 1430, 'program': 'W!k{l}W!y{r}f'}"
21609,edit-program,8635,17.0,2017-12-17T12:36:36.315240Z,916021623,"{'task_session_id': 1430, 'program': 'W!k{l}W!y{r}ff'}"
21610,run-program,8635,17.0,2017-12-17T12:36:44.222290Z,240480297,"{'task_session_id': 1430, 'program': 'W!k{l}W!y{r}ff', 'correct': True}"
21611,start-task,8635,58.0,2017-12-17T12:36:51.547636Z,211525436,{'task_session_id': 1431}
21612,edit-program,8635,58.0,2017-12-17T12:37:22.855176Z,195112773,"{'task_session_id': 1431, 'program': 'R2{}'}"
21613,edit-program,8635,58.0,2017-12-17T12:37:26.701674Z,983651425,"{'task_session_id': 1431, 'program': 'R2{l}'}"
21614,run-program,8635,58.0,2017-12-17T12:37:29.726454Z,276743137,"{'task_session_id': 1431, 'program': 'R2{l}', 'correct': False}"
21615,edit-program,8635,58.0,2017-12-17T12:37:37.326299Z,135999290,"{'task_session_id': 1431, 'program': 'R2{l}R2{}'}"
21616,edit-program,8635,58.0,2017-12-17T12:37:39.709840Z,984142850,"{'task_session_id': 1431, 'program': 'R2{l}R2{f}'}"
21617,edit-program,8635,58.0,2017-12-17T12:37:44.518734Z,248714436,"{'task_session_id': 1431, 'program': 'R2{l}R2{f}R2{}'}"
21618,edit-program,8635,58.0,2017-12-17T12:37:48.914664Z,655924437,"{'task_session_id': 1431, 'program': 'R2{l}R2{f}R2{r}'}"
21619,run-program,8635,58.0,2017-12-17T12:37:55.179555Z,640539973,"{'task_session_id': 1431, 'program': 'R2{l}R2{f}R2{r}', 'correct': False}"
21620,edit-program,8635,13.0,2017-12-17T12:38:43.845076Z,127677521,"{'task_session_id': 1429, 'program': 'R2{}'}"
21621,edit-program,8635,13.0,2017-12-17T12:38:50.178707Z,493134116,"{'task_session_id': 1429, 'program': 'R2{f}'}"
21622,run-program,8635,13.0,2017-12-17T12:38:52.817205Z,660320697,"{'task_session_id': 1429, 'program': 'R2{f}', 'correct': False}"
21623,edit-program,8635,13.0,2017-12-17T12:38:57.504890Z,155504533,"{'task_session_id': 1429, 'program': 'R4{f}'}"
21624,run-program,8635,13.0,2017-12-17T12:39:01.783729Z,958234668,"{'task_session_id': 1429, 'program': 'R4{f}', 'correct': False}"
21625,edit-program,8635,13.0,2017-12-17T12:39:08.483452Z,393800703,"{'task_session_id': 1429, 'program': 'R4{f}R2{}'}"
21626,edit-program,8635,13.0,2017-12-17T12:39:11.302262Z,935801942,"{'task_session_id': 1429, 'program': 'R4{f}R2{l}'}"
21627,edit-program,8635,13.0,2017-12-17T12:39:18.544246Z,631985420,"{'task_session_id': 1429, 'program': 'R4{f}R3{l}'}"
21628,edit-program,8635,13.0,2017-12-17T12:39:22.363955Z,912391110,"{'task_session_id': 1429, 'program': 'R4{f}R3{l}R2{}'}"
21629,edit-program,8635,13.0,2017-12-17T12:39:26.045402Z,1061820177,"{'task_session_id': 1429, 'program': 'R4{f}R3{l}R3{}'}"
21630,edit-program,8635,13.0,2017-12-17T12:39:28.464471Z,706036734,"{'task_session_id': 1429, 'program': 'R4{f}R3{l}R3{f}'}"
21631,run-program,8635,13.0,2017-12-17T12:39:37.174594Z,137522822,"{'task_session_id': 1429, 'program': 'R4{f}R3{l}R3{f}', 'correct': False}"
21632,edit-program,8635,13.0,2017-12-17T12:39:40.859340Z,291933624,"{'task_session_id': 1429, 'program': 'R4{f}R3{l}R4{f}'}"
21633,run-program,8635,13.0,2017-12-17T12:39:49.052645Z,1006826271,"{'task_session_id': 1429, 'program': 'R4{f}R3{l}R4{f}', 'correct': True}"
21634,start-task,8635,37.0,2017-12-17T12:39:53.724393Z,499941834,{'task_session_id': 1432}
21635,edit-program,8635,37.0,2017-12-17T12:40:26.386253Z,137763750,"{'task_session_id': 1432, 'program': 'W{}'}"
21636,start-task,8635,11.0,2017-12-17T12:40:47.725225Z,119198692,{'task_session_id': 1433}
21637,edit-program,8635,11.0,2017-12-17T12:41:00.412602Z,1042046433,"{'task_session_id': 1433, 'program': 'R2{}'}"
21638,edit-program,8635,11.0,2017-12-17T12:41:06.159667Z,290894843,"{'task_session_id': 1433, 'program': 'R2{f}'}"
21639,edit-program,8635,11.0,2017-12-17T12:41:10.741056Z,144906470,"{'task_session_id': 1433, 'program': 'R2{f}R2{}'}"
21640,edit-program,8635,11.0,2017-12-17T12:41:14.779788Z,74766400,"{'task_session_id': 1433, 'program': 'R2{f}'}"
21641,edit-program,8635,11.0,2017-12-17T12:41:20.898038Z,544107601,"{'task_session_id': 1433, 'program': 'R2{fs}'}"
21642,run-program,8635,11.0,2017-12-17T12:41:26.409721Z,705331388,"{'task_session_id': 1433, 'program': 'R2{fs}', 'correct': False}"
21643,edit-program,8635,11.0,2017-12-17T12:41:35.751724Z,481008165,"{'task_session_id': 1433, 'program': 'R4{fs}'}"
21644,run-program,8635,11.0,2017-12-17T12:41:42.724836Z,473437218,"{'task_session_id': 1433, 'program': 'R4{fs}', 'correct': True}"
21645,start-task,8635,32.0,2017-12-17T12:41:46.858535Z,621241656,{'task_session_id': 1434}
21646,start-task,8635,1.0,2017-12-17T12:42:01.072657Z,681868846,{'task_session_id': 1435}
21647,edit-program,8635,1.0,2017-12-17T12:42:10.418479Z,310864959,"{'task_session_id': 1435, 'program': 'R2{}'}"
21648,edit-program,8635,1.0,2017-12-17T12:42:15.317818Z,938336450,"{'task_session_id': 1435, 'program': 'R2{s}'}"
21649,edit-program,8635,1.0,2017-12-17T12:42:23.981166Z,305140989,"{'task_session_id': 1435, 'program': 'R2{sr}'}"
21650,edit-program,8635,1.0,2017-12-17T12:42:28.380765Z,81751187,"{'task_session_id': 1435, 'program': 'R5{sr}'}"
21651,edit-program,8635,1.0,2017-12-17T12:42:33.428672Z,460656480,"{'task_session_id': 1435, 'program': 'R5{sr}f'}"
21652,run-program,8635,1.0,2017-12-17T12:42:41.939907Z,881715650,"{'task_session_id': 1435, 'program': 'R5{sr}f', 'correct': False}"
21653,edit-program,8635,1.0,2017-12-17T12:42:48.471837Z,428660120,"{'task_session_id': 1435, 'program': 'R4{sr}f'}"
21654,run-program,8635,1.0,2017-12-17T12:42:56.131878Z,585393569,"{'task_session_id': 1435, 'program': 'R4{sr}f', 'correct': True}"
21655,start-task,8635,52.0,2017-12-17T12:43:00.777137Z,462370354,{'task_session_id': 1436}
21656,edit-program,8635,52.0,2017-12-17T12:43:13.467579Z,759667428,"{'task_session_id': 1436, 'program': 'R2{}'}"
21657,edit-program,8635,52.0,2017-12-17T12:44:18.359062Z,625371117,"{'task_session_id': 1436, 'program': 'R3{}'}"
21658,edit-program,8635,52.0,2017-12-17T12:44:21.371433Z,662159033,"{'task_session_id': 1436, 'program': 'R3{l}'}"
21659,edit-program,8635,52.0,2017-12-17T12:44:24.630433Z,758442423,"{'task_session_id': 1436, 'program': 'R3{lr}'}"
21660,run-program,8635,52.0,2017-12-17T12:44:31.193121Z,125769151,"{'task_session_id': 1436, 'program': 'R3{lr}', 'correct': False}"
21661,edit-program,8635,52.0,2017-12-17T12:44:37.405469Z,585541928,"{'task_session_id': 1436, 'program': 'R3{lr}l'}"
21662,edit-program,8635,52.0,2017-12-17T12:44:49.856581Z,904792666,"{'task_session_id': 1436, 'program': 'R3{lr}lR2{}'}"
21663,edit-program,8635,52.0,2017-12-17T12:45:11.202441Z,617765266,"{'task_session_id': 1436, 'program': 'R3{lr}lR2{r}'}"
21664,edit-program,8635,52.0,2017-12-17T12:45:13.361239Z,772934729,"{'task_session_id': 1436, 'program': 'R3{lr}lR2{rl}'}"
21665,edit-program,8635,52.0,2017-12-17T12:45:21.994794Z,358086025,"{'task_session_id': 1436, 'program': 'R3{lr}lR3{rl}'}"
21666,run-program,8635,52.0,2017-12-17T12:45:32.094139Z,689257378,"{'task_session_id': 1436, 'program': 'R3{lr}lR3{rl}', 'correct': False}"
21667,edit-program,8635,52.0,2017-12-17T12:45:49.038467Z,947157816,"{'task_session_id': 1436, 'program': 'R3{lr}llR3{rl}'}"
21668,run-program,8635,52.0,2017-12-17T12:45:59.893037Z,262632517,"{'task_session_id': 1436, 'program': 'R3{lr}llR3{rl}', 'correct': False}"
21669,edit-program,8635,52.0,2017-12-17T12:46:04.150875Z,278529155,"{'task_session_id': 1436, 'program': 'R3{lr}llR2{rl}'}"
21670,run-program,8635,52.0,2017-12-17T12:46:15.026440Z,561149467,"{'task_session_id': 1436, 'program': 'R3{lr}llR2{rl}', 'correct': True}"
21671,start-task,8642,49.0,2017-12-17T12:53:37.171089Z,310810528,{'task_session_id': 1437}
21672,watch-instruction,8642,,2017-12-17T12:53:42.027628Z,659654907,{'instruction': 'env.space-world'}
21673,watch-instruction,8642,,2017-12-17T12:53:55.626057Z,239022228,{'instruction': 'env.toolbox'}
21674,watch-instruction,8642,,2017-12-17T12:54:06.870291Z,952534993,{'instruction': 'env.snapping'}
21675,watch-instruction,8642,,2017-12-17T12:54:12.549128Z,967738316,{'instruction': 'env.controls'}
21676,watch-instruction,8642,,2017-12-17T12:54:16.502001Z,921913870,{'instruction': 'object.asteroid'}
21677,watch-instruction,8642,,2017-12-17T12:54:18.632689Z,699499334,{'instruction': 'object.meteoroid'}
21678,watch-instruction,8642,,2017-12-17T12:54:21.807836Z,852206367,{'instruction': 'block.fly'}
21679,run-program,8642,49.0,2017-12-17T12:54:24.683518Z,403047665,"{'task_session_id': 1437, 'program': '', 'correct': False}"
21680,run-program,8642,49.0,2017-12-17T12:54:52.634141Z,82605391,"{'task_session_id': 1437, 'program': '', 'correct': False}"
21681,run-program,8642,49.0,2017-12-17T12:55:22.771214Z,857934723,"{'task_session_id': 1437, 'program': '', 'correct': False}"
21682,watch-instruction,8642,,2017-12-17T12:55:33.857592Z,265225258,{'instruction': 'env.space-world'}
21683,watch-instruction,8642,,2017-12-17T12:55:36.611863Z,106749973,{'instruction': 'env.toolbox'}
21684,watch-instruction,8642,,2017-12-17T12:55:47.954137Z,859215738,{'instruction': 'env.snapping'}
21685,watch-instruction,8642,,2017-12-17T12:55:49.493327Z,1057768555,{'instruction': 'env.controls'}
21686,watch-instruction,8642,,2017-12-17T12:55:51.635961Z,826071883,{'instruction': 'object.asteroid'}
21687,watch-instruction,8642,,2017-12-17T12:55:52.596695Z,566390598,{'instruction': 'object.meteoroid'}
21688,watch-instruction,8642,,2017-12-17T12:55:54.638297Z,736931291,{'instruction': 'block.fly'}
21689,edit-program,8642,49.0,2017-12-17T12:55:59.577239Z,230311401,"{'task_session_id': 1437, 'program': 'r'}"
21690,edit-program,8642,49.0,2017-12-17T12:56:02.419303Z,460681074,"{'task_session_id': 1437, 'program': 'rf'}"
21691,edit-program,8642,49.0,2017-12-17T12:56:05.287695Z,983756486,"{'task_session_id': 1437, 'program': 'rff'}"
21692,edit-program,8642,49.0,2017-12-17T12:56:07.270115Z,447416542,"{'task_session_id': 1437, 'program': 'rfff'}"
21693,run-program,8642,49.0,2017-12-17T12:56:15.722032Z,982331698,"{'task_session_id': 1437, 'program': 'rfff', 'correct': False}"
21694,edit-program,8642,49.0,2017-12-17T12:56:31.987302Z,123638127,"{'task_session_id': 1437, 'program': 'rff'}"
21695,run-program,8642,49.0,2017-12-17T12:56:37.234951Z,670568387,"{'task_session_id': 1437, 'program': 'rff', 'correct': True}"
21696,start-task,8642,26.0,2017-12-17T12:57:17.443098Z,606160388,{'task_session_id': 1438}
21697,edit-program,8642,26.0,2017-12-17T12:57:27.013631Z,141211664,"{'task_session_id': 1438, 'program': 'f'}"
21698,edit-program,8642,26.0,2017-12-17T12:57:32.282363Z,329687232,"{'task_session_id': 1438, 'program': 'fr'}"
21699,edit-program,8642,26.0,2017-12-17T12:57:38.905768Z,941233190,"{'task_session_id': 1438, 'program': 'frl'}"
21700,run-program,8642,26.0,2017-12-17T12:57:43.859773Z,788499525,"{'task_session_id': 1438, 'program': 'frl', 'correct': True}"
21701,start-task,8642,8.0,2017-12-17T12:57:51.046914Z,393353288,{'task_session_id': 1439}
21702,watch-instruction,8642,,2017-12-17T12:57:57.546186Z,109375304,{'instruction': 'block.shoot'}
21703,edit-program,8642,8.0,2017-12-17T12:58:09.170256Z,894320349,"{'task_session_id': 1439, 'program': 'r'}"
21704,edit-program,8642,8.0,2017-12-17T12:58:11.209760Z,281020127,"{'task_session_id': 1439, 'program': 'rs'}"
21705,edit-program,8642,8.0,2017-12-17T12:58:16.619785Z,1024291843,"{'task_session_id': 1439, 'program': 'rss'}"
21706,edit-program,8642,8.0,2017-12-17T12:58:19.642174Z,591907451,"{'task_session_id': 1439, 'program': 'rssf'}"
21707,run-program,8642,8.0,2017-12-17T12:58:24.600713Z,1073294534,"{'task_session_id': 1439, 'program': 'rssf', 'correct': False}"
21708,edit-program,8642,8.0,2017-12-17T12:58:29.787219Z,51351450,"{'task_session_id': 1439, 'program': 'rssff'}"
21709,run-program,8642,8.0,2017-12-17T12:58:35.041490Z,354852002,"{'task_session_id': 1439, 'program': 'rssff', 'correct': True}"
21710,start-task,8642,19.0,2017-12-17T12:58:39.799075Z,844279900,{'task_session_id': 1440}
21711,watch-instruction,8642,,2017-12-17T12:58:43.642757Z,802520261,{'instruction': 'object.diamond'}
21712,watch-instruction,8642,,2017-12-17T12:58:49.821661Z,996488631,{'instruction': 'object.wormhole'}
21713,watch-instruction,8642,,2017-12-17T12:58:56.378641Z,686508474,{'instruction': 'diamonds-status'}
21714,edit-program,8642,19.0,2017-12-17T12:59:05.002846Z,456124501,"{'task_session_id': 1440, 'program': 'l'}"
21715,edit-program,8642,19.0,2017-12-17T12:59:13.480606Z,577052293,"{'task_session_id': 1440, 'program': 'lf'}"
21716,edit-program,8642,19.0,2017-12-17T12:59:21.598567Z,69633897,"{'task_session_id': 1440, 'program': 'lff'}"
21717,edit-program,8642,19.0,2017-12-17T12:59:30.398667Z,680158164,"{'task_session_id': 1440, 'program': 'lffs'}"
21718,run-program,8642,19.0,2017-12-17T12:59:37.865992Z,143888703,"{'task_session_id': 1440, 'program': 'lffs', 'correct': False}"
21719,edit-program,8642,19.0,2017-12-17T12:59:46.810180Z,90386889,"{'task_session_id': 1440, 'program': 'lff'}"
21720,edit-program,8642,19.0,2017-12-17T12:59:49.741834Z,166430506,"{'task_session_id': 1440, 'program': 'lffr'}"
21721,edit-program,8642,19.0,2017-12-17T13:00:00.949685Z,673910535,"{'task_session_id': 1440, 'program': 'lffrs'}"
21722,run-program,8642,19.0,2017-12-17T13:00:06.493207Z,444303370,"{'task_session_id': 1440, 'program': 'lffrs', 'correct': False}"
21723,edit-program,8642,19.0,2017-12-17T13:00:08.825140Z,25840565,"{'task_session_id': 1440, 'program': 'lffr'}"
21724,edit-program,8642,19.0,2017-12-17T13:00:09.750957Z,42363282,"{'task_session_id': 1440, 'program': 'lff'}"
21725,edit-program,8642,19.0,2017-12-17T13:00:19.870005Z,492221580,"{'task_session_id': 1440, 'program': 'lf'}"
21726,edit-program,8642,19.0,2017-12-17T13:00:21.394862Z,258466255,"{'task_session_id': 1440, 'program': 'l'}"
21727,edit-program,8642,19.0,2017-12-17T13:00:22.227503Z,566793123,"{'task_session_id': 1440, 'program': ''}"
21728,edit-program,8642,19.0,2017-12-17T13:00:24.806470Z,612305870,"{'task_session_id': 1440, 'program': 's'}"
21729,edit-program,8642,19.0,2017-12-17T13:00:33.257613Z,108410779,"{'task_session_id': 1440, 'program': 'sr'}"
21730,run-program,8642,19.0,2017-12-17T13:00:47.678480Z,949143248,"{'task_session_id': 1440, 'program': 'sr', 'correct': False}"
21731,run-program,8642,19.0,2017-12-17T13:00:52.429794Z,164535009,"{'task_session_id': 1440, 'program': 'sr', 'correct': False}"
21732,edit-program,8642,19.0,2017-12-17T13:00:57.221218Z,378576859,"{'task_session_id': 1440, 'program': 's'}"
21733,edit-program,8642,19.0,2017-12-17T13:00:59.294121Z,1030885545,"{'task_session_id': 1440, 'program': 'sl'}"
21734,edit-program,8642,19.0,2017-12-17T13:01:07.430259Z,303482047,"{'task_session_id': 1440, 'program': 's'}"
21735,edit-program,8642,19.0,2017-12-17T13:01:15.717314Z,654823706,"{'task_session_id': 1440, 'program': 'ss'}"
21736,run-program,8642,19.0,2017-12-17T13:01:40.088785Z,770359436,"{'task_session_id': 1440, 'program': 'ss', 'correct': False}"
21737,run-program,8642,19.0,2017-12-17T13:02:29.845048Z,255563398,"{'task_session_id': 1440, 'program': 'ss', 'correct': False}"
21738,edit-program,8642,19.0,2017-12-17T13:02:40.349100Z,311239660,"{'task_session_id': 1440, 'program': 'ssl'}"
21739,edit-program,8642,19.0,2017-12-17T13:03:05.304436Z,147538896,"{'task_session_id': 1440, 'program': 'ssll'}"
21740,edit-program,8642,19.0,2017-12-17T13:03:08.871232Z,717710757,"{'task_session_id': 1440, 'program': 'sslls'}"
21741,run-program,8642,19.0,2017-12-17T13:03:14.359410Z,350341731,"{'task_session_id': 1440, 'program': 'sslls', 'correct': False}"
21742,edit-program,8642,19.0,2017-12-17T13:03:27.138997Z,9669920,"{'task_session_id': 1440, 'program': 'ssll'}"
21743,run-program,8642,19.0,2017-12-17T13:03:38.511096Z,196512468,"{'task_session_id': 1440, 'program': 'ssll', 'correct': False}"
21744,edit-program,8642,19.0,2017-12-17T13:03:52.425036Z,716538441,"{'task_session_id': 1440, 'program': 'sslll'}"
21745,edit-program,8642,19.0,2017-12-17T13:03:58.813595Z,1033514321,"{'task_session_id': 1440, 'program': 'ssllll'}"
21746,edit-program,8642,19.0,2017-12-17T13:04:09.648711Z,30543235,"{'task_session_id': 1440, 'program': 'ssllllf'}"
21747,edit-program,8642,19.0,2017-12-17T13:04:12.379827Z,175934405,"{'task_session_id': 1440, 'program': 'ssllllfr'}"
21748,run-program,8642,19.0,2017-12-17T13:04:19.120479Z,51505733,"{'task_session_id': 1440, 'program': 'ssllllfr', 'correct': False}"
21749,edit-program,8642,19.0,2017-12-17T13:04:23.528429Z,208935828,"{'task_session_id': 1440, 'program': 'ssllllfrf'}"
21750,run-program,8642,19.0,2017-12-17T13:04:31.094685Z,760504034,"{'task_session_id': 1440, 'program': 'ssllllfrf', 'correct': False}"
21751,edit-program,8642,19.0,2017-12-17T13:04:48.315587Z,693090077,"{'task_session_id': 1440, 'program': 'ssllllfr'}"
21752,edit-program,8642,19.0,2017-12-17T13:04:49.208825Z,494622145,"{'task_session_id': 1440, 'program': 'ssllllf'}"
21753,edit-program,8642,19.0,2017-12-17T13:04:49.795133Z,753000279,"{'task_session_id': 1440, 'program': 'ssllll'}"
21754,edit-program,8642,19.0,2017-12-17T13:04:50.381084Z,598857884,"{'task_session_id': 1440, 'program': 'sslll'}"
21755,edit-program,8642,19.0,2017-12-17T13:04:50.759415Z,939446831,"{'task_session_id': 1440, 'program': 'ssll'}"
21756,edit-program,8642,19.0,2017-12-17T13:04:51.459572Z,118742341,"{'task_session_id': 1440, 'program': 'ssl'}"
21757,edit-program,8642,19.0,2017-12-17T13:04:51.976842Z,665859134,"{'task_session_id': 1440, 'program': 'ss'}"
21758,edit-program,8642,19.0,2017-12-17T13:04:53.259048Z,468246139,"{'task_session_id': 1440, 'program': 's'}"
21759,edit-program,8642,19.0,2017-12-17T13:05:17.225815Z,135862774,"{'task_session_id': 1440, 'program': 'sl'}"
21760,edit-program,8642,19.0,2017-12-17T13:05:24.064672Z,321671590,"{'task_session_id': 1440, 'program': 'slf'}"
21761,edit-program,8642,19.0,2017-12-17T13:05:27.829972Z,160332383,"{'task_session_id': 1440, 'program': 'slfl'}"
21762,edit-program,8642,19.0,2017-12-17T13:05:33.891012Z,163407021,"{'task_session_id': 1440, 'program': 'slfll'}"
21763,edit-program,8642,19.0,2017-12-17T13:05:41.484515Z,462865175,"{'task_session_id': 1440, 'program': 'slflll'}"
21764,edit-program,8642,19.0,2017-12-17T13:05:43.300378Z,408845608,"{'task_session_id': 1440, 'program': 'slfllls'}"
21765,edit-program,8642,19.0,2017-12-17T13:05:46.467475Z,1030088773,"{'task_session_id': 1440, 'program': 'slflllsr'}"
21766,edit-program,8642,19.0,2017-12-17T13:05:49.069384Z,767339744,"{'task_session_id': 1440, 'program': 'slflllsrf'}"
21767,edit-program,8642,19.0,2017-12-17T13:05:50.822685Z,747874043,"{'task_session_id': 1440, 'program': 'slflllsrff'}"
21768,run-program,8642,19.0,2017-12-17T13:05:59.317674Z,1054253886,"{'task_session_id': 1440, 'program': 'slflllsrff', 'correct': False}"
21769,edit-program,8642,19.0,2017-12-17T13:06:05.029345Z,796509119,"{'task_session_id': 1440, 'program': 'slflllsrf'}"
21770,run-program,8642,19.0,2017-12-17T13:06:13.609215Z,127126052,"{'task_session_id': 1440, 'program': 'slflllsrf', 'correct': True}"
21771,start-task,8642,12.0,2017-12-17T13:06:18.952701Z,315086549,{'task_session_id': 1441}
21772,edit-program,8642,12.0,2017-12-17T13:06:34.208289Z,4557933,"{'task_session_id': 1441, 'program': 'r'}"
21773,edit-program,8642,12.0,2017-12-17T13:06:37.070019Z,723406413,"{'task_session_id': 1441, 'program': 'rr'}"
21774,edit-program,8642,12.0,2017-12-17T13:06:43.485707Z,41836275,"{'task_session_id': 1441, 'program': 'rrf'}"
21775,edit-program,8642,12.0,2017-12-17T13:06:46.746760Z,1000424309,"{'task_session_id': 1441, 'program': 'rrff'}"
21776,run-program,8642,12.0,2017-12-17T13:06:52.063589Z,593333568,"{'task_session_id': 1441, 'program': 'rrff', 'correct': True}"
21777,start-task,8642,10.0,2017-12-17T13:07:00.583471Z,334742760,{'task_session_id': 1442}
21778,edit-program,8642,10.0,2017-12-17T13:07:08.136974Z,953009266,"{'task_session_id': 1442, 'program': 's'}"
21779,edit-program,8642,10.0,2017-12-17T13:07:10.974788Z,879432458,"{'task_session_id': 1442, 'program': 'sf'}"
21780,edit-program,8642,10.0,2017-12-17T13:07:13.067657Z,351436999,"{'task_session_id': 1442, 'program': 'sff'}"
21781,run-program,8642,10.0,2017-12-17T13:07:16.250492Z,375627824,"{'task_session_id': 1442, 'program': 'sff', 'correct': True}"
21782,start-task,8642,11.0,2017-12-17T13:07:20.559669Z,533195443,{'task_session_id': 1443}
21783,watch-instruction,8642,,2017-12-17T13:07:28.101324Z,754218169,{'instruction': 'energy-status'}
21784,watch-instruction,8642,,2017-12-17T13:07:34.365025Z,664755720,{'instruction': 'length-limit'}
21785,watch-instruction,8642,,2017-12-17T13:07:39.973863Z,115464780,{'instruction': 'block.repeat'}
21786,edit-program,8642,11.0,2017-12-17T13:08:35.521201Z,718261174,"{'task_session_id': 1443, 'program': 's'}"
21787,edit-program,8642,11.0,2017-12-17T13:08:43.420774Z,717198417,"{'task_session_id': 1443, 'program': 'sR2{f}'}"
21788,edit-program,8642,11.0,2017-12-17T13:09:40.878649Z,747518539,"{'task_session_id': 1443, 'program': 's'}"
21789,edit-program,8642,11.0,2017-12-17T13:09:43.515285Z,363615884,"{'task_session_id': 1443, 'program': 'sR2{f}'}"
21790,run-program,8642,11.0,2017-12-17T13:09:50.923421Z,858495118,"{'task_session_id': 1443, 'program': 'sR2{f}', 'correct': False}"
21791,edit-program,8642,11.0,2017-12-17T13:10:08.706737Z,453528283,"{'task_session_id': 1443, 'program': 's'}"
21792,edit-program,8642,11.0,2017-12-17T13:10:16.827770Z,327280504,"{'task_session_id': 1443, 'program': 'sR2{f}'}"
21793,edit-program,8642,11.0,2017-12-17T13:11:08.831228Z,542699146,"{'task_session_id': 1443, 'program': 's'}"
21794,edit-program,8642,11.0,2017-12-17T13:11:10.405203Z,868800734,"{'task_session_id': 1443, 'program': 'sR2{f}'}"
21795,edit-program,8642,11.0,2017-12-17T13:11:12.199829Z,998078281,"{'task_session_id': 1443, 'program': 'sR2{}'}"
21796,edit-program,8642,11.0,2017-12-17T13:11:19.728089Z,203828997,"{'task_session_id': 1443, 'program': 'sR2{f}'}"
21797,edit-program,8642,11.0,2017-12-17T13:11:30.047671Z,758094128,"{'task_session_id': 1443, 'program': 'sR6{f}'}"
21798,edit-program,8642,11.0,2017-12-17T13:11:33.861350Z,542694542,"{'task_session_id': 1443, 'program': 'sR2{f}'}"
21799,edit-program,8642,11.0,2017-12-17T13:11:56.275109Z,594598219,"{'task_session_id': 1443, 'program': 's'}"
21800,edit-program,8642,11.0,2017-12-17T13:11:57.803026Z,635617781,"{'task_session_id': 1443, 'program': 'sR2{f}'}"
21801,edit-program,8642,11.0,2017-12-17T13:12:01.714880Z,267093383,"{'task_session_id': 1443, 'program': 's'}"
21802,edit-program,8642,11.0,2017-12-17T13:12:04.448412Z,1047341166,"{'task_session_id': 1443, 'program': ''}"
21803,edit-program,8642,11.0,2017-12-17T13:12:29.253455Z,709972242,"{'task_session_id': 1443, 'program': 'R3{sf}'}"
